"N°DPE","Date_réception_DPE","Date_établissement_DPE","Date_visite_diagnostiqueur","Modèle_DPE","N°_DPE_remplacé","Date_fin_validité_DPE","Version_DPE","N°_DPE_immeuble_associé","Méthode_du_DPE","N°_immatriculation_copropriété","Invariant_fiscal_logement","Etiquette_DPE","Etiquette_GES","Conso_kWhep/m²/an","Emission_GES_kgCO2/m²/an","Année_construction","Catégorie_ERP","Période_construction","Secteur_activité","Nombre_occupant","Surface_(SHON)","Surface_utile","Type_énergie_principale_chauffage","Adresse_brute","Nom__commune_(BAN)","Code_INSEE_(BAN)","N°_voie_(BAN)","Identifiant__BAN","Adresse_(BAN)","Code_postal_(BAN)","Score_BAN","Nom__rue_(BAN)","Coordonnée_cartographique_X_(BAN)","Coordonnée_cartographique_Y_(BAN)","Code_postal_(brut)","N°_étage_appartement","Nom_résidence","Complément_d'adresse_bâtiment","Cage_d'escalier","Complément_d'adresse_logement","Statut_géocodage","Nom__commune_(Brut)","N°_département_(BAN)","N°_région_(BAN)","Conso_é_finale_énergie_n°1","Conso_é_primaire_énergie_n°1","Type_énergie_n°1","Type_usage_énergie_n°1","Frais_annuel_énergie_n°1","Année_relève_conso_énergie_n°1","Conso_é_finale_énergie_n°2","Conso_é_primaire_énergie_n°2","Type_énergie_n°2","Type_usage_énergie_n°2","Frais_annuel_énergie_n°2","Année_relève_conso_énergie_n°2","Conso_é_finale_énergie_n°3","Conso_é_primaire_énergie_n°3","Type_énergie_n°3","Type_usage_énergie_n°3","Frais_annuel_énergie_n°3","Année_relève_conso_énergie_n°3"
"2231T1053503E","2022-05-15","2022-05-15","2022-05-11","DPE 2006 tertiaire et ERP",,"2032-05-14",2.1,,"dpe tertiaire facture",,,"G","E",561.9,50.3,1991,"5ème Catégorie","1989-2000","N : Restaurants et débits de boisson",0,210,100,,"14 Allée de la Fontaine","Colomiers","31149","14","31149_0595_00014","14 Allée de la Fontaine 31770 Colomiers","31770",0.6,"Allée de la Fontaine",566791.93,6280105.59,31770,0,,,,,"adresse géocodée ban à l'adresse","COLOMIERS","31","76",38928,89534.4,"Électricité","périmètre de l'usage inconnu",7283,2022,40256.2,40256.2,"Gaz naturel","périmètre de l'usage inconnu",2213,2022,,,,,,
"2325T0483275D","2023-02-14","2023-02-14","2023-02-14","DPE 2006 tertiaire et ERP",,"2033-02-13",2.2,,"dpe tertiaire facture",,,"D","C",229.1,18.7,1998,"5ème Catégorie","1989-2000","M : Magasins de vente, centres commerciaux",500,,426.3,,"b lavoisier","Besançon","25056","10b","25056_3055_00010_b","10b rue lavoisier 25000 Besançon","25000",0.97,"rue lavoisier",925443.81,6686102.55,25000,,,,,,"adresse géocodée ban à l'adresse","BESANÇON","25","27",30957,71201.1,"Électricité","périmètre de l'usage inconnu",5005.7,2022,26451,26451,"Gaz naturel","périmètre de l'usage inconnu",1958,2022,,,,,,
"2213T0492919O","2022-03-11","2022-03-11","2022-03-11","DPE 2006 tertiaire et ERP",,"2032-03-10",2.1,,"dpe tertiaire facture",,,"C","A",208,5.8,2001,"5ème Catégorie","2001-2005","locaux d'entreprise (bureaux)",0,900,100,,"30 Chemin de saint henri","Marseille","13216","30","13216_8323_00030","30 Chemin Vicinal de Saint Henri 13016 Marseille","13016",0.58,"Chemin Vicinal de Saint Henri",889303.42,6253658.47,13016,0,,,,"Ce bien ne fait pas partie d'une copropriété","adresse géocodée ban à l'adresse","MARSEILLE 16","13","93",89510,205873,"Électricité","périmètre de l'usage inconnu",25068,2022,,,,,,,,,,,,
"2214T2542624K","2022-10-27","2022-10-26","2022-10-26","DPE 2006 tertiaire et ERP",,"2032-10-25",2.2,,"dpe tertiaire facture",,,"C","C",109,19,1982,,"1978-1982","M : Magasins de vente, centres commerciaux",5,525,577.5,,"10 Boulevard Winston Churchill","Saint-Vigor-le-Grand","14663",,"14663_0350","Boulevard Winston Churchill 14400 Saint-Vigor-le-Grand","14400",0.81,"Boulevard Winston Churchill",431422.63,6915686.43,14400,,,,,,"adresse non géocodée ban car aucune correspondance trouvée","SAINT VIGOR LE GRAND","14","28",45672,45672,"Électricité","Eclairage",4195,2022,45672,45672,"Électricité","Eclairage",4195,2021,45672,45672,"Électricité","Eclairage",4195,2020
"2266T2501342Q","2022-10-25","2022-10-21","2022-10-21","DPE 2006 tertiaire et ERP",,"2032-10-20",2.2,,"dpe tertiaire vierge",,,,,,,1950,,"1948-1974","autres tertiaires non ERP",500,,56.8,,"du Grau Saint Ange","Le Barcarès","66017","51","66017_0017_00051","51 Boulevard du Grau Saint Ange 66420 Le Barcarès","66420",0.87,"Boulevard du Grau Saint Ange",703022.42,6187405.77,66420,0,"Local commercial","-","-",,"adresse géocodée ban à l'adresse","LE BARCARÈS","66","76",,,,,,,,,,,,,,,,,,
"2173T0994127B","2021-12-27","2021-11-26","2021-11-08","DPE 2006 tertiaire et ERP",,"2031-11-25",1.1,,"dpe tertiaire facture",,,"C","C",139.7,16.7,1989,"5ème Catégorie","1989-2000","R : Établissements d’éveil, d’enseignement, de formation, centres de vacances, centres de loisirs sans hébergement",0,1258,100,,"617 rue Denis Papin 
Zac de l’Erier","La Motte-Servolex","73179","617","73179_0617_00617","617 Rue denis papin 73290 La Motte-Servolex","73290",0.66,"Rue denis papin",924616.36,6504371.59,73290,0,,,,"Etage : NC","adresse non géocodée ban car aucune correspondance trouvée","LA MOTTE SERVOLEX","73","84",45260,104098,"Électricité","périmètre de l'usage inconnu",7406,,89245.9,89245.9,"Gaz naturel","périmètre de l'usage inconnu",9926,,,,,,,
"2130T0955765Y","2021-12-20","2021-12-20","2021-12-20","DPE 2006 tertiaire et ERP",,"2031-12-19",2,,"dpe tertiaire vierge",,,,,,,1947,,"avant 1948","locaux d'entreprise (bureaux)",500,,88,,"de la Poste","Saint-André-de-Majencoules","30229",,"30229_vdhjhs","Route de la Coste 30570 Saint-André-de-Majencoules","30570",0.69,"Route de la Coste",753742.09,6327413.99,30570,0,,,,,"adresse non géocodée ban car aucune correspondance trouvée","SAINT-ANDRÉ-DE-MAJENCOULES","30","76",,,,,,,,,,,,,,,,,,
"2254T0546088C","2022-03-17","2022-03-17","2022-02-22","DPE 2006 tertiaire et ERP",,"2032-03-16",2.1,,"dpe tertiaire facture",,,"B","A",75.9,2.1,1948,"5ème Catégorie","1948-1974","M : Magasins de vente, centres commerciaux",0,97,100,"Électricité","42 AVENUE CHARLES DE GAULLE","Pulnoy","54439","42","54439_0050_00042","42 Avenue Charles de Gaulle 54425 Pulnoy","54425",0.53,"Avenue Charles de Gaulle",939224.51,6849869.85,54425,0,,,,"Etage RDC","adresse géocodée ban à l'adresse","PULNOY","54","44",3519.7,8095.2,"Électricité","Chauffage",811,2021,,,,,,,,,,,,
"2174T0810559U","2021-11-30","2021-11-19","2021-11-19","DPE 2006 tertiaire et ERP",,"2031-11-18",1.1,,"dpe tertiaire facture",,,"D","B",253.2,7,2019,,"2013-2021","locaux d'entreprise (bureaux)",500,,105,,"des Acacias","Thyez","74278",,"74278_0010","Rue des Acacias 74300 Thyez","74300",0.44,"Rue des Acacias",973578.5,6559106.83,74300,,,,,,"adresse non géocodée ban car aucune correspondance trouvée","THYEZ","74","84",11571.6,26614.7,"Électricité","périmètre de l'usage inconnu",6000,2019,11571.6,26614.7,"Électricité","périmètre de l'usage inconnu",6000,2020,11535.8,26532.2,"Électricité","périmètre de l'usage inconnu",6000,2021
"2378T1418835G","2023-04-28","2023-04-25","2023-04-25","DPE 2006 tertiaire et ERP",,"2033-04-24",2.2,,"dpe tertiaire facture dans un bâtiment de logement",,,"F","C",365,10,1988,,"1983-1988","autres tertiaires non ERP",1,30.1,33.2,,"49 RUE GAMBETTA","Rambouillet","78517","49","78517_0290_00049","49 Rue Léon Gambetta 78120 Rambouillet","78120",0.77,"Rue Léon Gambetta",613486.87,6839141.96,78120,,,,,,"adresse non géocodée ban car aucune correspondance trouvée","RAMBOUILLET","78","11",5260,12097,"Électricité","Eau Chaude sanitaire",922,2023,5260,12097,"Électricité","Eau Chaude sanitaire",922,2022,5260,12097,"Électricité","Eau Chaude sanitaire",922,2021
"2131T0364441T","2021-09-21","2021-09-21","2021-09-10","DPE 2006 tertiaire et ERP",,"2031-09-20",1,,"dpe tertiaire vierge",,,"A","A",0.1,0.1,1989,"5ème Catégorie","1989-2000","J : Structures d’accueil pour personnes âgées ou personnes handicapées",,153.9,100,,"17 chemin Nicol
- Lot 1 (150m²)","Toulouse","31555","17","31555_6262_00017","17 Chemin de Nicol 31200 Toulouse","31200",0.85,"Chemin de Nicol",576774.56,6282034.43,31200,0,,,,,"adresse géocodée ban à l'adresse","TOULOUSE","31","76",0.1,0.1,"Électricité","périmètre de l'usage inconnu",0.1,0,,,,,,,,,,,,
"2193T0392742Q","2021-09-27","2021-09-27","2021-09-16","DPE 2006 tertiaire et ERP",,"2031-09-26",1,,"dpe tertiaire vierge",,,"A","A",0.1,0.1,1948,"5ème Catégorie","1948-1974","N : Restaurants et débits de boisson",,74.5,100,,"19 Rue Jacques Duclos","Aulnay-sous-Bois","93005","19","93005_1755_00019","19 Rue Jacques Duclos 93600 Aulnay-sous-Bois","93600",0.73,"Rue Jacques Duclos",663131.72,6871549.85,93600,0,,,,"Etage RDC;","adresse géocodée ban à l'adresse","Aulnay-sous-Bois, France","93","11",0.1,0.1,"Électricité","périmètre de l'usage inconnu",0.1,0,,,,,,,,,,,,
"2294T1572413R","2022-07-09","2022-07-09","2022-07-06","DPE 2006 tertiaire et ERP",,"2032-07-08",2.1,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","avant 1948","autres tertiaires non ERP",0,19.6,100,,"63 Rue Macelin Berthelot","Alfortville","94002","63","94002_6135_00063","63 Rue Marcellin Berthelot 94140 Alfortville","94140",0.72,"Rue Marcellin Berthelot",656885.28,6856942.41,94140,0,,"5524",,"Etage Sous sol; Porte 1ere gauche","adresse géocodée ban à l'adresse","ALFORTVILLE","94","11",,,,,,,,,,,,,,,,,,
"2114T0364408V","2021-09-21","2021-09-21","2021-09-21","DPE 2006 tertiaire et ERP",,"2031-09-20",1,,"dpe tertiaire facture",,,"B","A",106.6,3,2001,"5ème Catégorie","2001-2005","W : Administrations, banques, bureaux",,268,100,,"4 rue de l'Environnement","Pont-l'Évêque","14514","4","14514_0203_00004","4 Impasse de l’Environnement 14130 Pont-l'Évêque","14130",0.43,"Impasse de l’Environnement",496256.21,6912992.63,14130,0,,,,"Ce bien ne fait pas partie d'une copropriété","adresse géocodée ban à l'adresse","PONT-L'EVÊQUE","14","28",13666,31431.8,"Électricité","périmètre de l'usage inconnu",2292.3,0,,,,,,,,,,,,
"2333T0104216G","2023-01-12","2023-01-12","2023-01-12","DPE 2006 tertiaire et ERP",,"2033-01-11",2.2,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","1948-1974","R : Établissements d’éveil, d’enseignement, de formation, centres de vacances, centres de loisirs sans hébergement",0,75,100,,"CENTRE COMMERCIAL
148 AVENUE DE LA REPUBLIQUE
Auto ecole ZUCCO","Hautot-l'Auvray","76346",,"76346_0080","Rue de l'Ecole 76450 Hautot-l'Auvray","76450",0.31,"Rue de l'Ecole",537918.85,6964800.03,33450,0,,"23/01/DIAG0075/KLL",,,"adresse géocodée ban à l'adresse","ST LOUBES","76","28",,,,,,,,,,,,,,,,,,
"2173T0668089D","2021-11-10","2021-11-10","2021-11-10","DPE 2006 tertiaire et ERP",,"2031-11-09",1.1,,"dpe tertiaire facture",,,"B","B",59.2,10.2,1980,"5ème Catégorie","1978-1982","M : Magasins de vente, centres commerciaux",20,1760,100,"Fioul domestique","2590  LE TREMBLAY","Notre-Dame-des-Millières","73188",,"73188","Notre-Dame-des-Millières","73460",0.54,,960196.61,6508095.51,73460,0,,,,"Etage :","adresse non géocodée ban car aucune correspondance trouvée","NOTRE DAME DES MILLIERES","73","84",22890,52647,"Électricité","Chauffage",6640,,43020.6,43020.6,"Fioul domestique","Chauffage",3344,,18944,18944,"Gaz naturel","Chauffage",1596,
"2321T1223925N","2023-04-13","2023-04-13","2023-04-13","DPE 2006 tertiaire et ERP",,"2033-04-12",2.3,,"dpe tertiaire vierge",,,,,,,1945,"1ère Catégorie","avant 1948","W : Administrations, banques, bureaux",1,125,125,,"1 Rue Nicolas Berthot","Dijon","21231","1","21231_6340_00001","1 Rue Nicolas Berthot 21000 Dijon","21000",0.81,"Rue Nicolas Berthot",853536.54,6693878.01,21000,,,,,"1-PLATEAU A USAGE DE BUREAUX LOT 14-1-LogZone","adresse non géocodée ban car aucune correspondance trouvée","DIJON","21","27",,,,,,,,,,,,,,,,,,
"2274T1225779V","2022-06-03","2022-06-03","2022-06-01","DPE 2006 tertiaire et ERP",,"2032-06-02",2.1,,"dpe tertiaire facture",,,"D","E",274.2,62.3,,"5ème Catégorie","1948-1974","W : Administrations, banques, bureaux",0,49.6,100,,"Immeuble le Floride
3 Rue du Parc","Annemasse","74012","3","74012_0950_00003","3 Rue du Parc 74100 Annemasse","74100",0.65,"Rue du Parc",949238.26,6571191.68,74100,0,,,,"5 -ème étage","adresse géocodée ban à l'adresse","ANNEMASSE","74","84",14966,14966,"Gaz naturel","périmètre de l'usage inconnu",1048.1,2022,,,,,,,,,,,,
"2389T1098293D","2023-04-02","2023-04-02","2023-03-30","DPE 2006 tertiaire et ERP",,"2033-04-01",2.2,,"dpe tertiaire facture",,,"C","D",183,39,1978,"1ère Catégorie","1978-1982","autres tertiaires non ERP",4,175.3,175.3,"Gaz naturel","12 Rue du Général de Gaulle","Vinneuf","89480","12","89480_0117_00012","12 Rue du Général de Gaulle 89140 Vinneuf","89140",0.65,"Rue du Général de Gaulle",710108.29,6805652.42,89140,,,,,"1-Bâtiment-1-LogZone","adresse géocodée ban à l'adresse","Vinneuf","89","27",30217.5,172.4,"Gaz naturel","Chauffage",4038.4,2021,827,10.9,"Électricité","Chauffage",157.1,2021,,,,,,
"2233T0522958R","2022-03-15","2022-03-14","2022-03-14","DPE 2006 tertiaire et ERP",,"2032-03-13",2.1,,"dpe tertiaire facture",,,"B","C",76.9,17.5,1970,,"1948-1974","autres tertiaires non ERP",500,,99,"Gaz naturel","du Castéra","Salles","33498",,"33498_0054","Rue du Castéra 33770 Salles","33770",0.96,,392551.67,6391045.75,33770,,,,,,"adresse géocodée ban à l'adresse","SALLES","33","75",7658,7658,"Gaz naturel","Chauffage",832,2019,7568,7568,"Gaz naturel","Chauffage",832,2020,,,,,,
"2333T0683623D","2023-03-01","2023-03-01","2023-02-17","DPE 2006 tertiaire et ERP",,"2033-02-28",2.2,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","1948-1974","M : Magasins de vente, centres commerciaux",0,134,100,,"place des commerces","Cussac-Fort-Médoc","33146",,"33146_0145","Place des Commerces 33460 Cussac-Fort-Médoc","33460",0.45,"Place des Commerces",406766.49,6452773.04,33460,0,,"23/02/SCHLICK/1889",,,"adresse géocodée ban à l'adresse","Cussac-Fort-Médoc","33","75",,,,,,,,,,,,,,,,,,
"2344T1227747K","2023-04-13","2023-04-13","2023-03-31","DPE 2006 tertiaire et ERP",,"2033-04-12",2.2,,"dpe tertiaire facture dans un bâtiment de logement","AC1454826",,"D","B",209.2,5.8,,"5ème Catégorie","1989-2000","M : Magasins de vente, centres commerciaux",1,50,100,,"25, rue du Calvaire","Nantes","44109","25","44109_1352_00025","25 Rue du Calvaire 44000 Nantes","44000",0.74,"Rue du Calvaire",354886.4,6689397.22,44000,0,,"CASTILLA1513",,"Rez-de-chaussée","adresse géocodée ban à l'adresse","NANTES","44","52",5002.7,11506.1,"Électricité","périmètre de l'usage inconnu",963.5,2022,,,,,,,,,,,,
"2231T0787368F","2022-04-14","2022-04-14","2022-04-06","DPE 2006 tertiaire et ERP",,"2032-04-13",2.1,,"dpe tertiaire facture",,,"C","B",154.7,4.3,2008,"5ème Catégorie","2006-2012","M : Magasins de vente, centres commerciaux",0,447.3,100,,"3 rue Pierre-Simon Laplace - ZAC du Perget","Colomiers","31149","3","31149_1004_00003","3 Rue Pierre Simon Laplace 31770 Colomiers","31770",0.51,"Rue Pierre Simon Laplace",563252.29,6280577.17,31770,0,,,,,"adresse géocodée ban à l'adresse","COLOMIERS","31","76",33102,76134.6,"Électricité","périmètre de l'usage inconnu",9602,2022,,,,,,,,,,,,
"2224T1439488M","2022-06-27","2022-06-27","2022-06-23","DPE 2006 tertiaire et ERP",,"2032-06-26",2.1,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","avant 1948","N : Restaurants et débits de boisson",0,325,100,,"SAINT MAMET SUD","Douville","24155",,"24155_B135","Saint Mamet 24140 Douville","24140",0.34,,510426.92,6434814.24,24140,0,,,,,"adresse géocodée ban à l'adresse","DOUVILLE","24","75",,,,,,,,,,,,,,,,,,
"2213T2923883E","2022-12-05","2022-12-05","2022-12-01","DPE 2006 tertiaire et ERP",,"2032-12-04",2.2,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","2006-2012","N : Restaurants et débits de boisson",50,174.9,100,,"7 impasse ferdinand Arnodin","Nantes","44109",,"44109_3101","Impasse Ferdinand Arnodin 44100 Nantes","44100",0.65,,354189.44,6688933.55,13010,0,,"22/LGD/02230",,"Etage RDC","adresse géocodée ban à l'adresse","MARSEILLE 10","44","52",,,,,,,,,,,,,,,,,,
"2192T0407242H","2021-09-28","2021-09-28","2021-09-28","DPE 2006 tertiaire et ERP",,"2031-09-27",1,,"dpe tertiaire vierge",,,,,,,1960,,"1948-1974","M : Magasins de vente, centres commerciaux",3,500,500,,"521 RUE ROGER SALENGRO","Chaville","92022","521","92022_1020_00521","521 Avenue Roger Salengro 92370 Chaville","92370",0.74,"Avenue Roger Salengro",640864.43,6857660.11,92370,,,,,,"adresse non géocodée ban car aucune correspondance trouvée","CHAVILLE","92","11",,,,,,,,,,,,,,,,,,
"2234T0933405D","2022-05-02","2022-05-02","2022-05-02","DPE 2006 tertiaire et ERP",,"2032-05-01",2.1,,"dpe tertiaire facture",,,"C","A",114.1,3.2,1983,"5ème Catégorie","1983-1988","locaux d'entreprise (bureaux)",10,426.5,100,,"100 RUE DE MASSACAN","Vendargues","34327","100","34327_0089_00100","100 Rue de Massacan 34740 Vendargues","34740",0.55,"Rue de Massacan",776847.72,6284304.25,34740,0,,,,"Ce bien ne fait pas partie d'une copropriété","adresse géocodée ban à l'adresse","VENDARGUES","34","76",23275,53532.5,"Électricité","périmètre de l'usage inconnu",2383,2022,,,,,,,,,,,,
"2275T0716194L","2022-04-06","2022-04-06","2022-02-25","DPE 2006 tertiaire et ERP",,"2032-04-05",2.1,,"dpe tertiaire facture",,,"C","C",150.7,20.4,1947,"5ème Catégorie","avant 1948","W : Administrations, banques, bureaux",300,9191,100,,"9, rue de la Banque","Paris","75102","11","75102_0654_00011","11 Rue de la Banque 75002 Paris","75002",0.61,"Rue de la Banque",651616.99,6863222.92,75002,0,,,,,"adresse géocodée ban à l'adresse","PARIS 02","75","11",821999.5,821999.5,"Gaz naturel","périmètre de l'usage inconnu",91424.5,2021,305223.5,702014.1,"Électricité","périmètre de l'usage inconnu",88536.5,2021,,,,,,
"2373T0785150O","2023-03-09","2023-03-09","2023-03-03","DPE 2006 tertiaire et ERP",,"2033-03-08",2.2,,"dpe tertiaire facture dans un bâtiment de logement",,,"G","C",623.2,22.9,,"5ème Catégorie","1975-1977","N : Restaurants et débits de boisson",0,76.7,100,,"Restaurant LA BOUILLE

Le Corbier","Villarembert","73318",,"73318_X003","Tsd Mont Corbier 73300 Villarembert","73300",0.43,,954701.72,6464990.52,73300,0,,"14/IDC/0785/FaG",,"RDC","adresse non géocodée ban car aucune correspondance trouvée","VILLAREMBERT","73","84",22015,50634.5,"Électricité","périmètre de l'usage inconnu",6386,2023,1932,1932,"Propane","périmètre de l'usage inconnu",560,2023,,,,,,
"2266T1561357J","2022-07-07","2022-07-07","2022-07-07","DPE 2006 tertiaire et ERP",,"2032-07-06",2.1,,"dpe tertiaire vierge",,,,,,,2011,,"2006-2012","locaux d'entreprise (bureaux)",500,,247.5,,"de Mosset","Perpignan","66136","2","66136_1618_00002","2 Impasse de Mosset 66000 Perpignan","66000",0.97,"Impasse de Mosset",691895.62,6174338.41,66000,,,,,,"adresse non géocodée ban car aucune correspondance trouvée","PERPIGNAN","66","76",,,,,,,,,,,,,,,,,,
"2374T0415914F","2023-02-08","2023-02-08","2023-02-08","DPE 2006 tertiaire et ERP",,"2033-02-07",2.2,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","1948-1974","autres tertiaires non ERP",0,155,100,,"844 Rte des Tattes de Borly","Cranves-Sales","74094","844","74094_0920_00844","844 Route des tattes de borly 74380 Cranves-Sales","74380",0.56,"Route des tattes de borly",952776.81,6569930.43,74380,0,,"230208010595SCI DGMC",,,"adresse géocodée ban à l'adresse","CRANVES-SALES","74","84",,,,,,,,,,,,,,,,,,
"2259T1536346D","2022-07-06","2022-07-06","2022-06-30","DPE 2006 tertiaire et ERP",,"2032-07-05",2.1,,"dpe tertiaire facture",,,"D","B",254.2,7.1,,"5ème Catégorie","avant 1948","N : Restaurants et débits de boisson",28,111.2,100,,"54 rue Faidherbe,
SAS DUMPLING & CO","Lille","59350","4","59350_mrfsxe_00004","4 Rue Faidherbe (Hellemmes-Lille) 59000 Lille","59000",0.83,"Rue Faidherbe (Hellemmes-Lille)",707832.35,7058877.07,59000,0,,"22/IMO/5654",,,"adresse géocodée ban à l'adresse","LILLE","59","32",13524,31105.2,"Électricité","périmètre de l'usage inconnu",5004,2022,,,,,,,,,,,,
"2261T0489225I","2022-03-10","2022-03-10","2022-03-08","DPE 2006 tertiaire et ERP",,"2032-03-09",2.1,,"dpe tertiaire vierge",,,,,,,1947,"5ème Catégorie","avant 1948","M : Magasins de vente, centres commerciaux",0,45,100,,"4 Rue du Theil","Ceton","61079","4","61079_0100_00004","4 Rue du Theil 61260 Ceton","61260",0.55,"Rue du Theil",532841.97,6794131.73,61260,0,,,,,"adresse géocodée ban à l'adresse","CETON","61","28",,,,,,,,,,,,,,,,,,
"2237T0966226P","2022-05-05","2022-05-05","2022-05-05","DPE 2006 tertiaire et ERP",,"2032-05-04",2.1,,"dpe tertiaire vierge",,,,,,,1995,"1ère Catégorie","1989-2000","autres tertiaires non ERP",1,117.2,117.2,,"2 Place de la Gare","Saint-Pierre-des-Corps","37233","2","37233_0490_00002","2 Place de la Gare 37700 Saint-Pierre-des-Corps","37700",0.73,"Place de la Gare",528293.01,6700926.25,37700,,"étage 4",,,,"adresse non géocodée ban car aucune correspondance trouvée","ST PIERRE DES CORPS","37","24",,,,,,,,,,,,,,,,,,
"2257T3050977C","2022-12-15","2022-12-15","2022-11-25","DPE 2006 tertiaire et ERP",,"2032-12-14",2.2,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","avant 1948","J : Structures d’accueil pour personnes âgées ou personnes handicapées",0,268.1,100,,"Rue des Jardins","Maizières-lès-Metz","57433",,"57433_0250","Rue des Jardins 57280 Maizières-lès-Metz","57280",0.61,,930388.11,6905988.92,57280,0,,"22/ING/15090/FMO",,"Bat. MAISON DE LA SOLIDARITE","adresse géocodée ban à l'adresse","MAIZIERES LES METZ","57","44",,,,,,,,,,,,,,,,,,
"2285T1620250F","2022-07-15","2022-07-15","2022-07-15","DPE 2006 tertiaire et ERP",,"2032-07-14",2.1,,"dpe tertiaire facture",,,"B","B",45.5,10.3,,"5ème Catégorie","1948-1974","M : Magasins de vente, centres commerciaux",0,25.9,100,,"Passage Gambetta
7 Rue Gambetta","Challans","85047","7","85047_1400_00007","7 Rue Gambetta 85300 Challans","85300",0.66,"Rue Gambetta",328460.02,6649860.79,85300,0,,"2022YKO2245",,,"adresse géocodée ban à l'adresse","CHALLANS","85","52",650,650,"Gaz naturel","périmètre de l'usage inconnu",189,2022,647.3,647.3,"Gaz naturel","périmètre de l'usage inconnu",187.8,2022,,,,,,
"2207T1168584L","2022-05-29","2022-05-27","2022-05-25","DPE 2006 tertiaire et ERP",,"2032-05-26",2.1,,"dpe tertiaire vierge",,,,,,,1949,,"1948-1974","autres tertiaires non ERP",500,,67,,"Marie Banc Soeur","Saint-Félicien","07236",,"07236_0224","Place Marie Banc Soeur 07410 Saint-Félicien","07410",0.76,,828149.19,6444378.14,7410,,,,,,"adresse géocodée ban à l'adresse","SAINT-FÉLICIEN","07","84",,,,,,,,,,,,,,,,,,
"2273T2082136P","2022-09-13","2022-09-13","2022-09-08","DPE 2006 tertiaire et ERP",,"2032-09-12",2.1,,"dpe tertiaire facture",,,"E","B",324.1,9,,"5ème Catégorie","avant 1948","M : Magasins de vente, centres commerciaux",20,98.8,100,,"2 avenue Paul Girod","Ugine","73303","2","73303_0390_00002","2 Avenue Paul Girod 73400 Ugine","73400",0.56,"Avenue Paul Girod",965894.19,6521960.08,73400,0,,"73/2022/09/52143/LAZZARINI LOT 1",,"Etage RDC","adresse géocodée ban à l'adresse","UGINE","73","84",15310,35213,"Électricité","périmètre de l'usage inconnu",2755,2022,,,,,,,,,,,,
