Domaine,Zone,Élément,Produit,Année,Édition,Unité,Valeur
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Bahreïn","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No",""
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Bahreïn","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No",""
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Bangladesh","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","45.35"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Bangladesh","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","1.55"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Bangladesh","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","106.6"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Bangladesh","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","101.5"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Bangladesh","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","97.7"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Bangladesh","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","94.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Bangladesh","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","88.3"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Bangladesh","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","83.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Bangladesh","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","79.8"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Bangladesh","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","77.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Biélorussie","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","0.62"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Biélorussie","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","0.84"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Biélorussie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","0.3"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Biélorussie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","0.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Biélorussie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","0.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Biélorussie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Biélorussie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Biélorussie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Biélorussie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Biélorussie","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Belgique","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","0.42"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Belgique","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","0.53"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Belgique","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","0.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Belgique","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Belgique","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","0.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Belgique","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Belgique","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Belgique","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Belgique","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Belgique","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Belize","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","0.98"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Belize","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","0.88"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Belize","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","0.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Belize","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","0.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Belize","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","0.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Belize","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","0.3"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Belize","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","0.3"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Belize","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","0.3"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Belize","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","0.3"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Belize","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","0.3"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Bénin","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","238.77"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Bénin","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","1.09"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Bénin","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","9.5"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Bénin","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","8.6"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Bénin","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","8.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Bénin","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","8.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Bénin","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","8.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Bénin","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No","7.8"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Bénin","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No","7.7"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Bénin","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No","7.7"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Bermudes","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","1.3"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Bermudes","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","0.9"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Bermudes","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No",""
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Bermudes","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No",""
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Bermudes","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No",""
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Bermudes","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No",""
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Bermudes","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No",""
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Bermudes","Valeur","Number of people unable to afford a healthy diet (NUA), million","2022","Juillet 2025 (rapport SOFI)","millions de No",""
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Bermudes","Valeur","Number of people unable to afford a healthy diet (NUA), million","2023","Juillet 2025 (rapport SOFI)","millions de No",""
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Bermudes","Valeur","Number of people unable to afford a healthy diet (NUA), million","2024","Juillet 2025 (rapport SOFI)","millions de No",""
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Bhoutan","Valeur","Cost of animal source foods, LCU per person per day","2021","Juillet 2025 (rapport SOFI)","UML/personne/jour","29.79"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Bhoutan","Valeur","Cost of animal source foods, PPP dollar per person per day","2021","Juillet 2025 (rapport SOFI)","Int$ (PPP) per person per day","1.39"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Bhoutan","Valeur","Number of people unable to afford a healthy diet (NUA), million","2017","Juillet 2025 (rapport SOFI)","millions de No","0.2"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Bhoutan","Valeur","Number of people unable to afford a healthy diet (NUA), million","2018","Juillet 2025 (rapport SOFI)","millions de No","0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Bhoutan","Valeur","Number of people unable to afford a healthy diet (NUA), million","2019","Juillet 2025 (rapport SOFI)","millions de No","0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Bhoutan","Valeur","Number of people unable to afford a healthy diet (NUA), million","2020","Juillet 2025 (rapport SOFI)","millions de No","0.1"
"Coût et abordabilité d’une alimentation saine
 (CoAHD)","Bhoutan","Valeur","Number of people unable to afford a healthy diet (NUA), million","2021","Juillet 2025 (rapport SOFI)","millions de No","0.2"
